# Generated by projects_and_tasks/test_access_matrix.py -- do not hand-edit.
# Regenerate with WORKROOM_UPDATE_ACCESS_BASELINE=1 and review the diff.
#
# Columns:
#   view         user_can_view_project
#   manage_proj  user_can_manage_project
#   manage_task  user_can_manage_task, task created by someone else
#   own_task     user_can_manage_task, task created by the actor
#   set_status   user_can_update_task_status
#   log_time     user_can_log_time
#   approve      user_can_approve_task, task created by someone else
#   deadline     user_can_extend_deadline
#
# Dimensions:
#   member  the actor ProjectMembership role on this project, or none
#   rel     none | creator (actor is created_by) | owner (actor is current_owner)
#           "both" is omitted: effective access is a max, so it adds nothing
#   asg     the actor is assigned a live task on this project

actor    | vis        | dept  | member  | rel     | asg | view manage_proj manage_task own_task set_status log_time approve deadline
DM       | public     | match | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | match | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | match | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | match | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | match | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | match | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | match | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | match | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | match | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | match | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | match | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | match | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | match | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | match | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | match | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | match | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | match | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | public     | match | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | public     | match | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | match | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | public     | match | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | public     | match | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | other | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | other | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | other | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | other | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | other | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | other | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | other | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | other | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | other | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | other | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | other | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | other | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | other | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | other | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | other | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | other | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | public     | other | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | public     | other | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | other | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | public     | other | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | public     | other | manager | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | none  | none    | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | none  | none    | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | none  | none    | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | none  | none    | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | none  | none    | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | none  | none    | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | none  | viewer  | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | none  | viewer  | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | none  | viewer  | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | none  | viewer  | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
DM       | public     | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       1
DM       | public     | none  | contrib | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | none  | contrib | none    | 1   | 1    0           0           0        1          1        0       0
DM       | public     | none  | contrib | creator | 1   | 1    0           0           0        1          1        0       1
DM       | public     | none  | contrib | owner   | 1   | 1    1           1           1        1          1        0       0
DM       | public     | none  | manager | none    | 0   | 1    1           1           1        0          1        0       0
DM       | public     | none  | manager | creator | 0   | 1    1           1           1        0          1        0       1
DM       | public     | none  | manager | owner   | 0   | 1    1           1           1        0          1        0       0
DM       | public     | none  | manager | none    | 1   | 1    1           1           1        1          1        0       0
DM       | public     | none  | manager | creator | 1   | 1    1           1           1        1          1        0       1
DM       | public     | none  | manager | owner   | 1   | 1    1           1           1        1          1        0       0
outsider | private    | match | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | match | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | other | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | private    | none  | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | match | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | other | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | department | none  | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | match | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | other | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | none    | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | viewer  | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | contrib | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | none    | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | creator | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | owner   | 0   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | none    | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | creator | 1   | 0    0           0           0        0          0        0       0
outsider | company    | none  | manager | owner   | 1   | 0    0           0           0        0          0        0       0
outsider | public     | match | none    | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | none    | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | none    | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | none    | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | none    | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | none    | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | viewer  | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | contrib | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | match | manager | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | none    | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | viewer  | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | contrib | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | other | manager | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | none    | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | viewer  | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | contrib | owner   | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | none    | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | creator | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | owner   | 0   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | none    | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | creator | 1   | 1    0           0           0        0          0        0       0
outsider | public     | none  | manager | owner   | 1   | 1    0           0           0        0          0        0       0
